playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2534741","null","Keith Tandy","DB","TB","DB","TB","null","0.8849","null","null","null","208","null","null","0.0849","null","null","null","0.9833","0.75","null","null",
"2552382","null","Malcolm Brown","RB","LA","RB","LA","null","0.8848","null","null","null","95","null","null","0.0949","null","null","null","1.3137","0.38","4.1398","null",
"2540200","null","Dion Sims","TE","MIA","TE","MIA","null","0.8678","null","null","null","68","null","null","0.0546","null","null","null","1.3469","0.35","8.4464","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","0.8653","null","null","null","69","null","null","0.1084","null","null","null","1.2774","0.27","5.4631","null",
"2508132","null","J.T. Thomas","LB","NYG","LB","NYG","null","0.8546","null","null","null","166","null","null","0.0046","null","null","null","1.4776","0","null","null",
"2552278","null","Trey Flowers","DL","NE","DL","NE","null","0.85","null","null","null","194","null","null","0","null","null","null","0.85","0.85","null","null",
"2555517","null","Vincent Valentine","DL","NE","DL","NE","null","0.85","null","null","null","194","null","null","0","null","null","null","0.85","0.85","null","null",
"2530711","null","Jamari Lattimore","LB","BUF","LB","BUF","null","0.85","null","null","null","168","null","null","0.005","null","null","null","0.85","0.85","null","null",
"2533029","null","Tank Carder","LB","CLE","LB","CLE","null","0.85","null","null","null","168","null","null","0.03","null","null","null","0.85","0.85","null","null",
"2550167","null","Corey Nelson","LB","DEN","LB","DEN","null","0.85","null","null","null","167","null","null","0","null","null","null","0.85","0.85","null","null",
"2555514","null","Hassan Ridgeway","DL","IND","DL","IND","null","0.85","null","null","null","196","null","null","0.03","null","null","null","0.85","0.85","null","null",
"2507473","null","Jason Jones","DL","MIA","DL","MIA","null","0.85","null","null","null","196","null","null","0.005","null","null","null","0.85","0.85","null","null",
"2553725","null","Bradley Marquez","WR","LA","WR","LA","null","0.8481","null","null","null","141","null","null","0.0373","null","null","null","1.3174","0.34","null","null",
"2495218","null","Brooks Reed","DL","ATL","DL","ATL","null","0.84","null","null","null","198","null","null","0.04","null","null","null","0.9055","0.75","null","null",
"2495218","null","Brooks Reed","LB","ATL","LB","ATL","null","0.84","null","null","null","170","null","null","0.04","null","null","null","0.9055","0.75","null","null",
"2550459","null","Javontee Herndon","WR","SD","WR","SD","null","0.8123","null","null","null","142","null","null","0.0077","null","null","null","1.4012","0","null","null",
"2540151","null","Justin Hunter","WR","MIA","WR","MIA","null","0.8092","null","null","null","143","null","null","0.0172","null","null","null","0.9415","0","3.62","null",
"2534770","null","Jonathan Grimes","RB","HOU","RB","HOU","null","0.8033","null","null","null","96","null","null","0.039","null","null","null","1.3578","0","6.3344","null",
"2499275","null","Andrew Gachkar","LB","DAL","LB","DAL","null","0.8","null","null","null","171","null","null","0.0164","null","null","null","0.8","0.8","null","null",
"2532954","null","Devon Still","DL","HOU","DL","HOU","null","0.8","null","null","null","199","null","null","0","null","null","null","0.8","0.8","null","null",
"2539280","null","John Simon","LB","HOU","LB","HOU","null","0.8","null","null","null","171","null","null","0.0414","null","null","null","0.8","0.8","null","null",
"2556381","null","Mike Thomas","WR","LA","WR","LA","null","0.8","null","null","null","144","null","null","0.0576","null","null","null","0.8","0.8","7.6614","null",
"2552448","null","Trae Waynes","DB","MIN","DB","MIN","null","0.8","null","null","null","209","null","null","0.0101","null","null","null","0.8","0.8","null","null",
"2539944","null","Montori Hughes","DL","NYG","DL","NYG","null","0.8","null","null","null","199","null","null","0.02","null","null","null","0.8","0.8","null","null",
"2552444","null","Leterrius Walton","DL","PIT","DL","PIT","null","0.8","null","null","null","199","null","null","0.045","null","null","null","0.8","0.8","null","null",
"494309","null","Darrell Stuckey","DB","SD","DB","SD","null","0.8","null","null","null","210","null","null","0.0351","null","null","null","0.8","0.8","null","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","null","0.7841","null","null","null","145","null","null","0.1296","null","null","null","1.2408","0.3","5.9603","null",
"2543473","null","Justin Gilbert","DB","PIT","DB","PIT","null","0.7797","null","null","null","211","null","null","0.0297","null","null","null","1.2387","0.15","null","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","null","0.7764","null","null","null","97","null","null","0.0406","null","null","null","1.0929","0.45","4.4053","null",
"2539294","null","Michael Mauti","LB","NO","LB","NO","null","0.7673","null","null","null","173","null","null","0.0173","null","null","null","1.1443","0.25","null","null",
"2550206","null","Ryan Hewitt","TE","CIN","TE","CIN","null","0.761","null","null","null","70","null","null","0.021","null","null","null","1.1362","0.22","2.3763","null",
"1037901","null","Ricardo Mathews","DL","PIT","DL","PIT","null","0.76","null","null","null","202","null","null","0.01","null","null","null","0.8137","0.65","null","null",
"2553454","null","Geoff Swaim","TE","DAL","TE","DAL","null","0.7527","null","null","null","71","null","null","0.029","null","null","null","1.2945","0","null","null",
"2555432","null","Andy Janovich","RB","DEN","RB","DEN","null","0.7522","null","null","null","98","null","null","0.0331","null","null","null","1.382","0.15","4.9628","null",
"2507253","null","Alan Ball","DB","ARI","DB","ARI","null","0.75","null","null","null","212","null","null","0","null","null","null","0.75","0.75","null","null",
"2553706","null","Ryan Delaire","DL","CAR","DL","CAR","null","0.75","null","null","null","203","null","null","0.025","null","null","null","0.75","0.75","null","null",
"2556382","null","Scooby Wright","LB","CLE","LB","CLE","null","0.75","null","null","null","174","null","null","0.0363","null","null","null","0.75","0.75","null","null",
"2553519","null","Kurtis Drummond","DB","HOU","DB","HOU","null","0.75","null","null","null","212","null","null","0.0051","null","null","null","0.75","0.75","null","null",
"2541200","null","Rashaan Melvin","DB","IND","DB","IND","null","0.75","null","null","null","212","null","null","0","null","null","null","0.75","0.75","null","null",
"2553442","null","D.J. Alexander","LB","KC","LB","KC","null","0.75","null","null","null","174","null","null","0.0113","null","null","null","0.75","0.75","null","null",
"2553722","null","Matt Longacre","DL","LA","DL","LA","null","0.75","null","null","null","203","null","null","0.05","null","null","null","0.75","0.75","null","null",
"2541243","null","Duron Harmon","DB","NE","DB","NE","null","0.75","null","null","null","212","null","null","0","null","null","null","0.75","0.75","null","null",
"2552255","null","Eric Rowe","DB","NE","DB","NE","null","0.75","null","null","null","212","null","null","0","null","null","null","0.75","0.75","null","null",
"2553637","null","Justin Coleman","DB","NE","DB","NE","null","0.75","null","null","null","212","null","null","0.0301","null","null","null","0.75","0.75","null","null",
"2552296","null","Kyle Emanuel","LB","SD","LB","SD","null","0.75","null","null","null","174","null","null","0","null","null","null","0.75","0.75","null","null",
"2543582","null","Keith Reaser","DB","SF","DB","SF","null","0.7398","null","null","null","218","null","null","0.0648","null","null","null","1.1332","0.2","null","null",
"2532974","null","Kyle Wilber","LB","DAL","LB","DAL","null","0.7273","null","null","null","177","null","null","0.0523","null","null","null","1.0388","0.3","null","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","null","0.7272","null","null","null","72","null","null","0.0258","null","null","null","0.9293","0.43","null","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","0.7202","null","null","null","73","null","null","0.0889","null","null","null","1.1401","0","4.1547","null",
"2552647","null","Marcus Murphy","RB","NO","RB","NO","null","0.7195","null","null","null","99","null","null","0.0024","null","null","null","0.8574","0.6","null","null",
"2532926","null","Isaiah Pead","RB","MIA","RB","MIA","null","0.7186","null","null","null","100","null","null","0.012","null","null","null","1.1672","0","3.3139","null",
"2550542","null","Kapri Bibbs","RB","DEN","RB","DEN","null","0.7155","null","null","null","101","null","null","0.034","null","null","null","1.1706","0.14","7.2123","null",
"2506897","null","Devin Hester","WR","BAL","WR","BAL","null","0.7008","null","null","null","146","null","null","0.0984","null","null","null","0.853","0.6","2.925","null",
"2540217","null","Will Davis","DB","BAL","DB","BAL","null","0.7","null","null","null","219","null","null","0.05","null","null","null","0.7","0.7","null","null",
"2541479","null","Nick Williams","DL","KC","DL","KC","null","0.7","null","null","null","205","null","null","0.025","null","null","null","0.7","0.7","null","null",
"2552329","null","Tyeler Davison","DL","NO","DL","NO","null","0.7","null","null","null","205","null","null","0.05","null","null","null","0.7","0.7","null","null",
"2553915","null","Houston Bates","LB","WAS","LB","WAS","null","0.7","null","null","null","178","null","null","0.075","null","null","null","0.7","0.7","null","null",
"2555230","null","Kenyan Drake","RB","MIA","RB","MIA","null","0.6977","null","null","null","102","null","null","0.0456","null","null","null","1.0646","0","7.5132","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0.6827","null","null","null","74","null","null","0.1125","null","null","null","0.988","0.22","3.2642","null",
"2531332","null","Terrelle Pryor","QB","CLE","QB","CLE","null","0.675","null","null","null","42","null","null","0.1378","null","null","null","0.99","0.15","5.3443","null",
"2531332","null","Terrelle Pryor","QB","CLE","QB","CLE","null","0.675","null","null","null","42","null","null","0.1378","null","null","null","0.99","0.15","4.7777","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","null","0.6653","null","null","null","103","null","null","0.0422","null","null","null","1.3319","0","5.2684","null",
"2543688","null","Ed Stinson","DL","ARI","DL","ARI","null","0.65","null","null","null","209","null","null","0.045","null","null","null","0.65","0.65","null","null",
"2555288","null","Nick Kwiatkoski","LB","CHI","LB","CHI","null","0.65","null","null","null","179","null","null","0.05","null","null","null","0.65","0.65","null","null",
"2541629","null","Darryl Morris","DB","FA","DB","FA","null","0.65","null","null","null","221","null","null","0.025","null","null","null","0.65","0.65","null","null",
"2555241","null","Sheldon Day","DL","JAC","DL","JAC","null","0.65","null","null","null","207","null","null","0.02","null","null","null","0.65","0.65","null","null",
"2532946","null","Coty Sensabaugh","DB","LA","DB","LA","null","0.65","null","null","null","220","null","null","0","null","null","null","0.65","0.65","null","null",
"2530868","null","Justin Trattou","DL","MIN","DL","MIN","null","0.65","null","null","null","207","null","null","0","null","null","null","0.65","0.65","null","null",
"2550842","null","Adrian Phillips","DB","SD","DB","SD","null","0.65","null","null","null","221","null","null","0.0588","null","null","null","0.65","0.65","null","null",
"2534789","null","Daryl Richardson","RB","PIT","RB","PIT","null","0.639","null","null","null","104","null","null","0.0322","null","null","null","1.153","0","3.2823","null",
"2543547","null","Jeoffrey Pagan","DL","HOU","DL","HOU","null","0.61","null","null","null","210","null","null","0.01","null","null","null","0.6637","0.5","null","null",
"2555362","null","Aaron Burbridge","WR","SF","WR","SF","null","0.6081","null","null","null","147","null","null","0.0134","null","null","null","0.9266","0.2424","null","null",
"2550529","null","Silas Redd","RB","WAS","RB","WAS","null","0.6072","null","null","null","105","null","null","0.0075","null","null","null","0.914","0","null","null",
"2539303","null","Zach Line","RB","MIN","RB","MIN","null","0.6063","null","null","null","106","null","null","0.0338","null","null","null","0.9639","0.25","4.853","null",
"496814","null","Albert McClellan","LB","BAL","LB","BAL","null","0.6","null","null","null","180","null","null","0","null","null","null","0.6","0.6","null","null",
"2507644","null","Ramon Humber","LB","BUF","LB","BUF","null","0.6","null","null","null","180","null","null","0.0176","null","null","null","0.6","0.6","null","null",
"2539662","null","Lerentee McCray","LB","BUF","LB","BUF","null","0.6","null","null","null","180","null","null","0.0426","null","null","null","0.6","0.6","null","null",
"2549981","null","Kenneth Acker","DB","KC","DB","KC","null","0.6","null","null","null","223","null","null","0.0338","null","null","null","0.6","0.6","null","null",
"2550489","null","Anthony Johnson","DL","NE","DL","NE","null","0.6","null","null","null","211","null","null","0","null","null","null","0.6","0.6","null","null",
"2552678","null","Deon Simon","DL","NYJ","DL","NYJ","null","0.6","null","null","null","211","null","null","0.025","null","null","null","0.6","0.6","null","null",
"2555239","null","Javon Hargrave","DL","PIT","DL","PIT","null","0.6","null","null","null","211","null","null","0.05","null","null","null","0.6","0.6","null","null",
"2556462","null","Robby Anderson","WR","NYJ","WR","NYJ","null","0.5968","null","null","null","148","null","null","0.0055","null","null","null","1.0131","0","null","null",
"2556466","null","Peyton Barber","RB","FA","RB","FA","null","0.5932","null","null","null","107","null","null","0.0436","null","null","null","1.1825","0","null","null",
"2553621","null","Lucky Whitehead","WR","DAL","WR","DAL","null","0.5926","null","null","null","149","null","null","0.0351","null","null","null","0.8153","0.32","5.5818","null",
"2556477","null","Trevone Boykin","QB","SEA","QB","SEA","null","0.5924","null","null","null","43","null","null","0.113","null","null","null","1.0405","-0.024","2.3547","null",
"2556592","null","Roger Lewis","WR","NYG","WR","NYG","null","0.59","null","null","null","150","null","null","0.083","null","null","null","1.1119","0.0451","null","null",
"2541202","null","Marcus Cooper","DB","ARI","DB","ARI","null","0.5823","null","null","null","224","null","null","0.0323","null","null","null","0.861","0.2","null","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0.58","null","null","null","75","null","null","0.0198","null","null","null","0.4743","0","null","null",
"2508126","null","Chris Carter","LB","BAL","LB","BAL","null","0.5649","null","null","null","183","null","null","0.0149","null","null","null","0.7944","0.25","null","null",
"2540203","null","Levine Toilolo","TE","ATL","TE","ATL","null","0.5604","null","null","null","76","null","null","0.0105","null","null","null","1.0453","0","null","null",
"2555289","null","Nick Vannett","TE","SEA","TE","SEA","null","0.56","null","null","null","77","null","null","0.0324","null","null","null","0.56","0.56","null","null",
"2530690","null","DuJuan Harris","RB","SF","RB","SF","null","0.5519","null","null","null","108","null","null","0.0333","null","null","null","1.2129","0","3.1663","null",
"2543707","null","Jaylen Watkins","DB","PHI","DB","PHI","null","0.55","null","null","null","226","null","null","0.05","null","null","null","0.55","0.55","null","null",
"2555383","null","Jalen Mills","DB","PHI","DB","PHI","null","0.55","null","null","null","225","null","null","0","null","null","null","0.55","0.55","null","null",
"2541634","null","Mike Purcell","DL","SF","DL","SF","null","0.55","null","null","null","215","null","null","0","null","null","null","0.55","0.55","null","null",
"2556368","null","Austin Johnson","DL","TEN","DL","TEN","null","0.55","null","null","null","215","null","null","0.0151","null","null","null","0.55","0.55","null","null",
"2550437","null","Josh Mauro","DL","ARI","DL","ARI","null","0.55","null","null","null","215","null","null","0","null","null","null","0.55","0.55","null","null",
"2553441","null","David Mayo","LB","CAR","LB","CAR","null","0.55","null","null","null","184","null","null","0","null","null","null","0.55","0.55","null","null",
"2553488","null","Jonathan Anderson","LB","CHI","LB","CHI","null","0.55","null","null","null","184","null","null","0","null","null","null","0.55","0.55","null","null",
"2543881","null","Will Clarke","DL","CIN","DL","CIN","null","0.55","null","null","null","214","null","null","0","null","null","null","0.55","0.55","null","null",
"2552672","null","Marcus Hardison","DL","CIN","DL","CIN","null","0.55","null","null","null","215","null","null","0.0051","null","null","null","0.55","0.55","null","null",
"2541832","null","Jeff Heath","DB","DAL","DB","DAL","null","0.55","null","null","null","226","null","null","0.025","null","null","null","0.55","0.55","null","null",
"2543653","null","Khyri Thornton","DL","DET","DL","DET","null","0.55","null","null","null","215","null","null","0","null","null","null","0.55","0.55","null","null",
"2556376","null","Antwione Williams","LB","DET","LB","DET","null","0.55","null","null","null","184","null","null","0.0301","null","null","null","0.55","0.55","null","null",
"2555340","null","Kyler Fackrell","LB","GB","LB","GB","null","0.55","null","null","null","184","null","null","0.0051","null","null","null","0.55","0.55","null","null",
"2532976","null","Billy Winn","DL","IND","DL","IND","null","0.55","null","null","null","215","null","null","0","null","null","null","0.55","0.55","null","null",
"2540276","null","T.J. Barnes","DL","JAC","DL","JAC","null","0.55","null","null","null","215","null","null","0","null","null","null","0.55","0.55","null","null",
"2539265","null","Rex Burkhead","RB","CIN","RB","CIN","null","0.5472","null","null","null","109","null","null","0.0906","null","null","null","0.8225","0","3.5363","null",
"80656","null","Paul Kruger","DL","NO","DL","NO","null","0.5398","null","null","null","222","null","null","0.0273","null","null","null","0.9332","0","null","null",
"80656","null","Paul Kruger","LB","NO","LB","NO","null","0.5398","null","null","null","188","null","null","0.0648","null","null","null","0.9332","0","null","null",
"2556708","null","Cole Wick","TE","DET","TE","DET","null","0.5397","null","null","null","78","null","null","0.0573","null","null","null","1.2423","0","null","null",
"2556369","null","Chris Jones","DL","KC","DL","KC","null","0.5301","null","null","null","223","null","null","0.0577","null","null","null","0.691","0.2","null","null",
"2556214","null","Tyreek Hill","WR","KC","WR","KC","null","0.5249","null","null","null","151","null","null","0.0406","null","null","null","0.8533","0.21","14.5933","null",
"2506619","null","Daniel Fells","TE","NYG","TE","NYG","null","0.5155","null","null","null","79","null","null","0.0707","null","null","null","0.5586","0","null","null",
"2495797","null","James Anderson","LB","NO","LB","NO","null","0.5","null","null","null","189","null","null","0.05","null","null","null","0.5","0.5","null","null",
"2532794","null","Robert Blanton","DB","BUF","DB","BUF","null","0.5","null","null","null","228","null","null","0.015","null","null","null","0.5","0.5","null","null",
"2541154","null","Don Jones","DB","CLE","DB","CLE","null","0.5","null","null","null","228","null","null","0.04","null","null","null","0.5","0.5","null","null",
"2506908","null","Frostee Rucker","DL","ARI","DL","ARI","null","0.4948","null","null","null","224","null","null","0.0948","null","null","null","0.8554","0","null","null",
"2552578","null","Tyler Varga","RB","IND","RB","IND","null","0.49","null","null","null","110","null","null","0.0759","null","null","null","0.49","0.49","null","null",
"2555413","null","Trevor Davis","WR","GB","WR","GB","null","0.489","null","null","null","152","null","null","0.015","null","null","null","0.9483","0","null","null",
"2543497","null","AJ McCarron","QB","CIN","QB","CIN","null","0.482","null","null","null","44","null","null","0.0104","null","null","null","0.8942","0.142","4.5849","null",
"2555477","null","Charone Peake","WR","NYJ","WR","NYJ","null","0.4797","null","null","null","153","null","null","0.0139","null","null","null","0.7076","0.28","null","null",
"2539275","null","Mike Glennon","QB","TB","QB","TB","null","0.4767","null","null","null","45","null","null","0.0244","null","null","null","0.8611","0.154","4.0546","null",
"2539937","null","Shamarko Thomas","DB","PIT","DB","PIT","null","0.4701","null","null","null","230","null","null","0.0201","null","null","null","0.5773","0.25","null","null",
"2555473","null","Ricardo Louis","WR","CLE","WR","CLE","null","0.4683","null","null","null","154","null","null","0.0062","null","null","null","0.7215","0.23","null","null",
"2555334","null","Jared Goff","QB","LA","QB","LA","null","0.4664","null","null","null","46","null","null","0.0375","null","null","null","0.5974","0.302","5.045","null",
"2556686","null","Nelson Spruce","WR","LA","WR","LA","null","0.4633","null","null","null","155","null","null","0.003","null","null","null","0.943","0","null","null",
"2534436","null","Deonte Thompson","WR","CHI","WR","CHI","null","0.4608","null","null","null","156","null","null","0.0044","null","null","null","0.6423","0.24","6.4136","null",
"2550617","null","Taylor Gabriel","WR","ATL","WR","ATL","null","0.4599","null","null","null","157","null","null","0.0202","null","null","null","1.0108","0","null","null",
"2556606","null","Jalin Marshall","WR","NYJ","WR","NYJ","null","0.4529","null","null","null","158","null","null","0.048","null","null","null","0.9997","0","null","null",
"2541754","null","Steven Terrell","DB","SEA","DB","SEA","null","0.45","null","null","null","231","null","null","0","null","null","null","0.45","0.45","null","null",
"2495262","null","Nick Bellore","LB","SF","LB","SF","null","0.45","null","null","null","190","null","null","0","null","null","null","0.45","0.45","null","null",
"2533542","null","Josh Robinson","DB","TB","DB","TB","null","0.45","null","null","null","231","null","null","0","null","null","null","0.45","0.45","null","null",
"2539262","null","Johnthan Banks","DB","TB","DB","TB","null","0.45","null","null","null","231","null","null","0","null","null","null","0.45","0.45","null","null",
"2543727","null","Lamin Barrow","LB","CHI","LB","CHI","null","0.45","null","null","null","190","null","null","0","null","null","null","0.45","0.45","null","null",
"2539310","null","Margus Hunt","DL","CIN","DL","CIN","null","0.45","null","null","null","225","null","null","0.1","null","null","null","0.45","0.45","null","null",
"2552259","null","Josh Shaw","DB","CIN","DB","CIN","null","0.45","null","null","null","234","null","null","0.05","null","null","null","0.45","0.45","null","null",
"2540291","null","Kayvon Webster","DB","DEN","DB","DEN","null","0.45","null","null","null","234","null","null","0.025","null","null","null","0.45","0.45","null","null",
"2553489","null","Zaire Anderson","LB","DEN","LB","DEN","null","0.45","null","null","null","190","null","null","0.0012","null","null","null","0.45","0.45","null","null",
"2536032","null","Emmanuel Lamur","LB","MIN","LB","MIN","null","0.45","null","null","null","190","null","null","0","null","null","null","0.45","0.45","null","null",
"2555168","null","Kentrell Brothers","LB","MIN","LB","MIN","null","0.45","null","null","null","190","null","null","0.0262","null","null","null","0.45","0.45","null","null",
"2543628","null","Troy Niklas","TE","ARI","TE","ARI","null","0.4495","null","null","null","80","null","null","0.0107","null","null","null","0.5853","0.21","7.699","null",
"2552307","null","Bryce Hager","LB","LA","LB","LA","null","0.4476","null","null","null","195","null","null","0.0726","null","null","null","0.5682","0.2","null","null",
"2507883","null","Jeff Cumberland","TE","SD","TE","SD","null","0.44","null","null","null","81","null","null","0.0297","null","null","null","0.3598","0","3.5845","null",
"2542065","null","Matt McGloin","QB","OAK","QB","OAK","null","0.4384","null","null","null","47","null","null","0.0259","null","null","null","0.902","0.04","4.5465","null",
"497242","null","Clay Harbor","TE","NE","TE","NE","null","0.4377","null","null","null","82","null","null","0.0694","null","null","null","0.7348","0","null","null",
"2556190","null","Jakeem Grant","WR","MIA","WR","MIA","null","0.4265","null","null","null","159","null","null","0.0552","null","null","null","0.6688","0.14","2.4624","null",
"2506147","null","John Kuhn","RB","NO","RB","NO","null","0.4232","null","null","null","111","null","null","0.0303","null","null","null","0.7832","0","2.3774","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","null","0.4193","null","null","null","48","null","null","0.0519","null","null","null","0.861","0.028","3.7675","null",
"2532842","null","Nick Foles","QB","KC","QB","KC","null","0.4055","null","null","null","49","null","null","0.087","null","null","null","0.8232","0.076","4.9835","null",
"2552477","null","Aaron Ripkowski","RB","GB","RB","GB","null","0.405","null","null","null","112","null","null","0.0319","null","null","null","0.8004","0.02","2.4938","null",
"2499257","null","Colin Jones","DB","CAR","DB","CAR","null","0.4","null","null","null","236","null","null","0","null","null","null","0.4","0.4","null","null",
"2508121","null","Josh Thomas","DB","DAL","DB","DAL","null","0.4","null","null","null","236","null","null","0.025","null","null","null","0.4","0.4","null","null",
"2552684","null","Mark Nzeocha","LB","DAL","LB","DAL","null","0.4","null","null","null","196","null","null","0.05","null","null","null","0.4","0.4","null","null",
"2553665","null","Brandon King","DB","NE","DB","NE","null","0.4","null","null","null","236","null","null","0.05","null","null","null","0.4","0.4","null","null",
"2553606","null","Jordan Taylor","WR","DEN","WR","DEN","null","0.3834","null","null","null","160","null","null","0.0278","null","null","null","0.8801","-0.02","null","null",
"2550243","null","Justin Perillo","TE","GB","TE","GB","null","0.383","null","null","null","83","null","null","0.0506","null","null","null","0.4454","0.33","3.0904","null",
"2555219","null","Daniel Lasco","RB","NO","RB","NO","null","0.3809","null","null","null","113","null","null","0.0552","null","null","null","0.4878","0","7.4866","null",
"2555227","null","Jonathan Williams","RB","BUF","RB","BUF","null","0.3653","null","null","null","114","null","null","0.0919","null","null","null","0.404","0.29","6.6578","null",
"2505790","null","Wes Welker","WR","LA","WR","LA","null","0.3592","null","null","null","161","null","null","0.0174","null","null","null","0.7854","0","3.0899","null",
"2552660","null","Randall Telfer","TE","CLE","TE","CLE","null","0.3536","null","null","null","84","null","null","0.0495","null","null","null","0.6658","0","2.8048","null",
"1037885","null","Marc Mariani","WR","TEN","WR","TEN","null","0.352","null","null","null","162","null","null","0.022","null","null","null","0.8608","0","null","null",
"2507838","null","Dane Fletcher","LB","NE","LB","NE","null","0.35","null","null","null","197","null","null","0.1","null","null","null","0.35","0.35","null","null",
"2506893","null","Roman Harper","DB","NO","DB","NO","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2550338","null","Brian Dixon","DB","NO","DB","NO","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2553438","null","Mykkele Thompson","DB","NYG","DB","NYG","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2555277","null","Eli Apple","DB","NYG","DB","NYG","null","0.35","null","null","null","239","null","null","0.1","null","null","null","0.35","0.35","null","null",
"2530666","null","Bryan Braman","DL","PHI","DL","PHI","null","0.35","null","null","null","226","null","null","0","null","null","null","0.35","0.35","null","null",
"2552570","null","Craig Mager","DB","SD","DB","SD","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2541141","null","Marcus Cromartie","DB","SF","DB","SF","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2555251","null","Ronald Blair","DL","SF","DL","SF","null","0.35","null","null","null","226","null","null","0.0624","null","null","null","0.35","0.35","null","null",
"2534566","null","Antwon Blake","DB","TEN","DB","TEN","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2539266","null","Daimion Stafford","DB","TEN","DB","TEN","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2507469","null","Mike Jenkins","DB","ARI","DB","ARI","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2507683","null","Marcus Benard","LB","ARI","LB","ARI","null","0.35","null","null","null","197","null","null","0.05","null","null","null","0.35","0.35","null","null",
"2508004","null","Anthony Levine","DB","BAL","DB","BAL","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2541688","null","Marcus Burley","DB","CLE","DB","CLE","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2553444","null","Tevin Mitchel","DB","IND","DB","IND","null","0.35","null","null","null","239","null","null","0.05","null","null","null","0.35","0.35","null","null",
"2550160","null","Terrence Fede","DL","MIA","DL","MIA","null","0.35","null","null","null","226","null","null","0.0124","null","null","null","0.35","0.35","null","null",
"2552434","null","Bobby McCain","DB","MIA","DB","MIA","null","0.35","null","null","null","239","null","null","0","null","null","null","0.35","0.35","null","null",
"2555331","null","Cody Core","WR","CIN","WR","CIN","null","0.3316","null","null","null","163","null","null","0.0042","null","null","null","0.3519","0","null","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","null","0.3294","null","null","null","50","null","null","0.0325","null","null","null","0.527","0.016","3.5051","null",
"2553876","null","Donteea Dye","WR","TB","WR","TB","null","0.3283","null","null","null","164","null","null","0.0034","null","null","null","0.4943","0","null","null",
"2535966","null","Brenton Bersin","WR","CAR","WR","CAR","null","0.3265","null","null","null","165","null","null","0.0259","null","null","null","0.6638","0","null","null",
"2555274","null","Dean Lowry","DL","GB","DL","GB","null","0.3251","null","null","null","229","null","null","0.0751","null","null","null","0.4591","0.05","null","null",
"2552420","null","Keith Mumphery","WR","HOU","WR","HOU","null","0.3235","null","null","null","166","null","null","0.06","null","null","null","0.438","0.19","null","null",
"497226","null","Jim Dray","TE","BUF","TE","BUF","null","0.3111","null","null","null","85","null","null","0.0205","null","null","null","0.3872","0.1","null","null",
"2543640","null","Tom Savage","QB","HOU","QB","HOU","null","0.3078","null","null","null","51","null","null","0.022","null","null","null","0.6346","0.02","7.8473","null",
"2550405","null","Erik Swoope","TE","IND","TE","IND","null","0.2971","null","null","null","86","null","null","0.019","null","null","null","0.4588","0.16","2.3763","null",
"2534571","null","Bobby Rainey","RB","NYG","RB","NYG","null","0.2861","null","null","null","115","null","null","0.0307","null","null","null","0.313","0","null","null",
"2506562","null","Matt Cassel","QB","TEN","QB","TEN","null","0.286","null","null","null","52","null","null","0.0023","null","null","null","0.4275","0.17","3.7771","null",
"2539961","null","Ryan Nassib","QB","NYG","QB","NYG","null","0.2855","null","null","null","53","null","null","0.0125","null","null","null","0.4687","0.024","3.9543","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","null","0.2841","null","null","null","87","null","null","0.0187","null","null","null","0.4813","0.03","null","null",
"2539287","null","Landry Jones","QB","PIT","QB","PIT","null","0.2819","null","null","null","54","null","null","0.0199","null","null","null","0.4919","0.048","4.0838","null",
"206","null","Andre Caldwell","WR","DET","WR","DET","null","0.2777","null","null","null","167","null","null","0.0307","null","null","null","0.5185","0","null","null",
